,invoice_no,category,item,quantity,price,customer_id,date_key,payment_method,card_type,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,day_of_week,month,year,quarter,is_holiday,total_spent,purchase_count
8185,108185,Skin Care,Lip Balm,1,11.1,313,2024-10-11,PayPal,,Oakbrook Center,Oak Brook,Illinois,US,Rebecca,Sanchez,Female,31.0,1993-03-11,0.0,1152.0,10.0,0.0,2022-11-22,21.0,438.4,Friday,October,2024,2024Q4,0,213.49,10
8186,108186,Oral Care,Toothpaste,4,4.81,872,2021-01-04,PayPal,,Bullring & Grand Central,Birmingham,West Midlands,UK,Jeremy,Warren,Male,20.0,2004-04-01,0.0,1176.0,9.0,1.0,2021-03-16,25.0,91.77,Monday,January,2021,2021Q1,0,261.71999999999997,11
8187,108187,Oral Care,Mouthwash,3,18.47,458,2022-03-31,PayPal,,Lakeside Shopping Centre,Thurrock,Essex,UK,Monica,Ramirez,Other,24.0,2000-11-05,1.0,1046.0,10.0,0.0,2020-03-27,39.0,26.74,Thursday,March,2022,2022Q1,0,288.55,8
8188,108188,Body Care and Hygiene,Deodorant,2,9.47,310,2023-05-13,Debit Card - MasterCard,MasterCard,Metrocentre,Gateshead,Tyne and Wear,UK,Tammy,Vargas,Other,39.0,1986-02-20,0.0,116.0,8.0,0.0,2022-09-18,8.0,145.46,Saturday,May,2023,2023Q2,1,227.52,9
8189,108189,Hair Care,Conditioner,3,38.04,485,2023-06-05,Debit Card - Visa,Visa,Meadowhall,Sheffield,South Yorkshire,UK,Cheryl,Dominguez,Other,64.0,1960-11-22,1.0,1243.0,10.0,1.0,2020-01-12,47.0,178.56,Monday,June,2023,2023Q2,0,422.37,12
8190,108190,Hair Care,Shampoo,2,39.55,282,2023-05-23,PayPal,,The Oracle,Reading,Berkshire,UK,Christina,Todd,Male,66.0,1958-09-13,1.0,1310.0,6.0,0.0,2023-11-27,30.0,419.86,Tuesday,May,2023,2023Q2,0,309.78999999999996,7
8191,108191,Body Care and Hygiene,Deodorant,2,26.89,515,2022-10-20,Apple Pay,,Bellevue Square,Bellevue,Washington,US,Dale,Schwartz,Other,32.0,1992-06-17,0.0,802.0,1.0,0.0,2021-05-14,33.0,475.18,Thursday,October,2022,2022Q4,0,273.38,8
8192,108192,Skin Care,Moisturizer,2,19.04,496,2024-03-16,BNPL (Buy Now, Pay Later),The Trafford Centre,Manchester,Greater Manchester,UK,Danielle,Perkins,Other,68.0,1956-10-26,1.0,1270.0,1.0,0.0,2022-12-18,34.0,457.11,Saturday,March,2024,2024Q1,1,385.46,11
8193,108193,Skin Care,Lip Balm,3,53.72,9,2021-12-01,BNPL (Buy Now, Pay Later),Bellevue Square,Bellevue,Washington,US,Ernest,Holland,Female,58.0,1966-06-25,0.0,457.0,5.0,0.0,2021-05-28,24.0,407.68,Wednesday,December,2021,2021Q4,0,264.28,10
8194,108194,Hair Care,Hair Oil,2,41.41,351,2020-07-28,Credit Card - MasterCard,MasterCard,Stonebriar Centre,Frisco,Texas,US,Diana,Rodgers,Female,30.0,1994-08-16,1.0,1035.0,10.0,1.0,2023-08-22,39.0,33.44,Tuesday,July,2020,2020Q3,0,271.64,9
8195,108195,Hair Care,Conditioner,3,16.55,950,2021-12-01,PayPal,,Park Meadows,Lone Tree,Colorado,US,Thomas,Paul,Male,41.0,1983-11-06,0.0,149.0,7.0,1.0,2021-12-18,40.0,21.6,Wednesday,December,2021,2021Q4,0,538.63,16
8196,108196,Hair Care,Shampoo,2,40.63,254,2020-08-29,Google Pay,,The Mall at Short Hills,Short Hills,New Jersey,US,Sherri,Manning,Male,40.0,1984-06-28,0.0,1666.0,9.0,1.0,2023-08-29,50.0,457.54,Saturday,August,2020,2020Q3,1,315.17,10
8197,108197,Hair Care,Conditioner,3,22.09,611,2025-01-08,Google Pay,,Fashion Show Mall,Las Vegas,Nevada,US,Ellen,Franco,Other,55.0,1969-10-31,0.0,1338.0,9.0,1.0,2022-02-19,10.0,339.0,Wednesday,January,2025,2025Q1,0,276.03000000000003,13
8198,108198,Hair Care,Shampoo,1,33.49,176,2024-02-20,Credit Card - MasterCard,MasterCard,The Domain,Austin,Texas,US,Tiffany,Garcia,Male,53.0,1971-10-11,1.0,972.0,4.0,0.0,2020-11-09,26.0,397.82,Tuesday,February,2024,2024Q1,0,282.89,11
8199,108199,Body Care and Hygiene,Hand Sanitizer,1,28.68,151,2020-08-29,Google Pay,,Aventura Mall,Miami,Florida,US,Maria,Walker,Female,59.0,1966-01-31,1.0,69.0,4.0,0.0,2021-11-20,46.0,203.44,Saturday,August,2020,2020Q3,1,485.40999999999997,15
8200,108200,Body Care and Hygiene,Body Lotion,3,24.37,579,2024-10-31,BNPL (Buy Now, Pay Later),Dolphin Mall,Miami,Florida,US,Roger,Forbes,Other,65.0,1960-01-20,0.0,190.0,9.0,0.0,2021-12-02,43.0,440.82,Thursday,October,2024,2024Q4,0,569.85,10
8201,108201,Hair Care,Shampoo,1,20.76,792,2024-04-12,Debit Card - MasterCard,MasterCard,Scottsdale Fashion Square,Scottsdale,Arizona,US,Emily,Carr,Male,51.0,1973-12-21,1.0,557.0,2.0,1.0,2020-04-09,42.0,215.13,Friday,April,2024,2024Q2,0,169.85999999999999,11
8202,108202,Hair Care,Hair Oil,3,42.62,973,2023-12-17,Credit Card - Visa,Visa,Pheasant Lane Mall,Nashua,New Hampshire,US,Beverly,Wallace,Male,70.0,1954-10-18,0.0,537.0,1.0,1.0,2024-03-25,5.0,485.93,Sunday,December,2023,2023Q4,1,258.75,7
8203,108203,Hair Care,Hair Oil,3,19.68,698,2023-10-05,BNPL (Buy Now, Pay Later),Mall of America,Bloomington,Minnesota,US,Misty,Cunningham,Male,34.0,1991-02-01,0.0,882.0,8.0,1.0,2022-04-15,39.0,267.67,Thursday,October,2023,2023Q4,0,305.0,12
8204,108204,Skin Care,Lip Balm,2,43.48,721,2022-06-06,Debit Card - MasterCard,MasterCard,The Galleria,Houston,Texas,US,Richard,Miller,Male,51.0,1973-06-07,0.0,1749.0,1.0,0.0,2021-02-18,14.0,90.09,Monday,June,2022,2022Q2,0,345.45,11
8205,108205,Skin Care,Moisturizer,3,59.41,300,2023-06-02,Cash,,SouthPark,Charlotte,North Carolina,US,Mark,Sanchez,Male,46.0,1978-03-26,1.0,1457.0,5.0,1.0,2022-12-13,47.0,338.82,Friday,June,2023,2023Q2,0,247.47,8
8206,108206,Oral Care,Mouthwash,4,9.76,214,2023-06-09,BNPL (Buy Now, Pay Later),Stanford Shopping Center,Palo Alto,California,US,Cynthia,Lynch,Female,54.0,1971-01-25,1.0,84.0,10.0,0.0,2023-04-19,41.0,107.1,Friday,June,2023,2023Q2,0,291.45,11
8207,108207,Oral Care,Mouthwash,3,15.59,27,2024-01-26,Cash,,The Gardens Mall,Palm Beach Gardens,Florida,US,Catherine,Martin,Female,18.0,2006-06-04,0.0,830.0,4.0,0.0,2021-08-04,15.0,344.13,Friday,January,2024,2024Q1,0,371.64,14
8208,108208,Skin Care,Sunscreen,4,81.56,132,2022-08-25,Debit Card - MasterCard,MasterCard,Santa Monica Place,Santa Monica,California,US,Bradley,Little,Other,22.0,2002-11-27,0.0,1291.0,6.0,1.0,2024-10-31,49.0,133.63,Thursday,August,2022,2022Q3,0,343.95,9
8209,108209,Skin Care,Moisturizer,4,55.68,217,2023-04-09,Credit Card - AMEX,AMEX,The Summit,Birmingham,Alabama,US,Scott,Donovan,Other,64.0,1960-03-28,1.0,382.0,1.0,0.0,2020-05-19,20.0,328.42,Sunday,April,2023,2023Q2,1,769.75,21
8210,108210,Body Care and Hygiene,Hand Sanitizer,2,4.64,193,2020-06-07,Credit Card - Visa,Visa,Westfield Stratford City,London,England,UK,Wendy,Rocha,Female,21.0,2003-09-09,0.0,1670.0,2.0,0.0,2022-10-31,34.0,491.33,Sunday,June,2020,2020Q2,1,207.03,7
8211,108211,Body Care and Hygiene,Body Lotion,3,27.45,233,2022-11-07,Debit Card - Visa,Visa,Brookfield Place,New York,New York,US,Jonathan,Gray,Female,32.0,1992-04-01,0.0,636.0,6.0,0.0,2023-09-14,44.0,30.76,Monday,November,2022,2022Q4,0,431.86,12
8212,108212,Body Care and Hygiene,Body Lotion,4,9.49,948,2024-11-19,Credit Card - Visa,Visa,The Galleria,Houston,Texas,US,Linda,Torres,Female,49.0,1975-12-07,1.0,353.0,9.0,1.0,2020-04-20,30.0,14.23,Tuesday,November,2024,2024Q4,0,412.1,12
8213,108213,Body Care and Hygiene,Body Lotion,1,8.91,462,2022-09-05,Apple Pay,,Santa Monica Place,Santa Monica,California,US,Theresa,Holland,Male,41.0,1983-10-20,0.0,1703.0,3.0,0.0,2023-12-26,37.0,11.96,Monday,September,2022,2022Q3,0,486.3,14
8214,108214,Body Care and Hygiene,Body Lotion,3,14.04,281,2021-07-15,Debit Card - Visa,Visa,Pheasant Lane Mall,Nashua,New Hampshire,US,Sabrina,Jones,Male,39.0,1985-05-07,1.0,520.0,3.0,0.0,2020-12-11,5.0,52.24,Thursday,July,2021,2021Q3,0,257.26,7
8215,108215,Skin Care,Sunscreen,4,10.16,761,2022-06-12,Credit Card - MasterCard,MasterCard,Tysons Corner Center,McLean,Virginia,US,Kimberly,Simpson,Other,60.0,1964-12-14,0.0,117.0,9.0,1.0,2023-03-02,43.0,89.0,Sunday,June,2022,2022Q2,1,359.67,11
8216,108216,Skin Care,Face Wash,1,80.97,463,2021-11-22,Credit Card - MasterCard,MasterCard,CambridgeSide,Cambridge,Massachusetts,US,Ethan,Oconnor,Female,43.0,1981-06-20,1.0,39.0,10.0,1.0,2024-01-26,3.0,312.5,Monday,November,2021,2021Q4,0,374.37,10
8217,108217,Hair Care,Conditioner,4,32.11,504,2023-07-04,Credit Card - MasterCard,MasterCard,Meadowhall,Sheffield,South Yorkshire,UK,Brian,Castaneda,Male,19.0,2005-03-01,0.0,826.0,5.0,1.0,2022-07-09,29.0,174.23,Tuesday,July,2023,2023Q3,0,140.51999999999998,10
8218,108218,Body Care and Hygiene,Hand Sanitizer,2,13.2,338,2021-07-24,PayPal,,SouthPark,Charlotte,North Carolina,US,Krystal,Travis,Female,29.0,1995-08-11,0.0,656.0,5.0,1.0,2022-07-19,11.0,240.68,Saturday,July,2021,2021Q3,1,275.23,10
8219,108219,Body Care and Hygiene,Hand Sanitizer,4,22.49,620,2020-02-09,Credit Card - MasterCard,MasterCard,The Shops at La Cantera,San Antonio,Texas,US,Todd,Palmer,Other,70.0,1954-12-07,0.0,1627.0,9.0,1.0,2023-12-20,33.0,142.15,Sunday,February,2020,2020Q1,1,247.45,11
8220,108220,Skin Care,Face Wash,3,40.94,661,2023-11-22,Cash,,The Mall in Columbia,Columbia,Maryland,US,Adam,Cooper,Male,63.0,1961-12-01,0.0,1081.0,3.0,0.0,2021-03-11,38.0,482.35,Wednesday,November,2023,2023Q4,0,291.17,8
8221,108221,Body Care and Hygiene,Body Lotion,4,21.48,436,2021-07-12,Debit Card - MasterCard,MasterCard,Roosevelt Field,Garden City,New York,US,James,Jackson,Female,50.0,1974-02-28,1.0,127.0,8.0,0.0,2023-04-09,16.0,419.05,Monday,July,2021,2021Q3,0,307.22,12
8222,108222,Body Care and Hygiene,Hand Sanitizer,1,9.07,202,2023-12-14,Apple Pay,,Lenox Square,Atlanta,Georgia,US,Jessica,Allen,Male,22.0,2002-12-14,1.0,451.0,6.0,1.0,2022-07-08,31.0,334.0,Thursday,December,2023,2023Q4,0,362.91,11
8223,108223,Hair Care,Shampoo,2,47.75,556,2023-02-17,PayPal,,Roosevelt Field,Garden City,New York,US,Annette,Carroll,Other,29.0,1996-01-22,1.0,1371.0,4.0,1.0,2023-03-22,14.0,58.72,Friday,February,2023,2023Q1,0,273.18,9
8224,108224,Oral Care,Mouthwash,4,6.73,816,2021-10-29,Debit Card - Visa,Visa,SouthPark,Charlotte,North Carolina,US,Margaret,Johnson,Male,30.0,1994-03-30,1.0,1223.0,7.0,1.0,2022-09-22,33.0,205.31,Friday,October,2021,2021Q4,0,347.59,14
8225,108225,Hair Care,Shampoo,1,12.87,762,2024-10-07,Credit Card - MasterCard,MasterCard,Scottsdale Fashion Square,Scottsdale,Arizona,US,Maria,Monroe,Other,37.0,1987-09-13,0.0,602.0,2.0,1.0,2023-02-02,6.0,483.36,Monday,October,2024,2024Q4,0,339.9,13
8226,108226,Oral Care,Mouthwash,4,19.84,593,2022-12-10,Credit Card - MasterCard,MasterCard,Aventura Mall,Miami,Florida,US,Jeremy,Walker,Male,65.0,1959-04-22,1.0,460.0,1.0,0.0,2024-09-02,34.0,75.83,Saturday,December,2022,2022Q4,1,267.74,11
8227,108227,Body Care and Hygiene,Body Lotion,4,11.15,368,2023-09-29,Google Pay,,NorthPark Center,Dallas,Texas,US,Eric,Joseph,Other,30.0,1994-07-23,1.0,772.0,4.0,0.0,2022-12-19,1.0,382.97,Friday,September,2023,2023Q3,0,292.23,11
8228,108228,Body Care and Hygiene,Body Lotion,1,22.53,377,2022-06-11,PayPal,,Lakeside Shopping Centre,Thurrock,Essex,UK,Anne,Chapman,Other,60.0,1964-03-26,1.0,1817.0,10.0,1.0,2022-04-18,43.0,423.86,Saturday,June,2022,2022Q2,1,505.3,15
8229,108229,Skin Care,Sunscreen,2,77.39,869,2024-12-01,Credit Card - AMEX,AMEX,Scottsdale Fashion Square,Scottsdale,Arizona,US,Melissa,Wang,Female,25.0,1999-04-07,1.0,1123.0,8.0,0.0,2023-06-08,45.0,411.52,Sunday,December,2024,2024Q4,1,261.19,10
8230,108230,Skin Care,Moisturizer,1,16.11,315,2021-05-30,Credit Card - AMEX,AMEX,Perimeter Mall,Atlanta,Georgia,US,Tammy,Ray,Male,27.0,1997-08-17,1.0,1016.0,9.0,1.0,2021-11-09,19.0,244.75,Sunday,May,2021,2021Q2,1,665.6999999999999,18
8231,108231,Body Care and Hygiene,Body Lotion,1,25.57,627,2023-02-05,Cash,,CambridgeSide,Cambridge,Massachusetts,US,Kenneth,Weaver,Other,69.0,1955-08-07,1.0,522.0,8.0,1.0,2023-05-04,29.0,171.98,Sunday,February,2023,2023Q1,1,351.11,12
8232,108232,Hair Care,Shampoo,2,18.28,915,2021-04-06,Apple Pay,,The Mall at Millenia,Orlando,Florida,US,Craig,Jefferson,Male,55.0,1969-10-27,0.0,386.0,4.0,0.0,2023-02-24,24.0,130.86,Tuesday,April,2021,2021Q2,0,161.20999999999998,7
8233,108233,Oral Care,Toothpaste,4,4.41,291,2022-07-19,Credit Card - AMEX,AMEX,Westfield San Francisco Centre,San Francisco,California,US,Amanda,Davis,Other,44.0,1981-01-20,1.0,1082.0,5.0,1.0,2020-08-11,23.0,338.14,Tuesday,July,2022,2022Q3,0,220.97,11
8234,108234,Hair Care,Shampoo,1,15.51,831,2024-11-28,Debit Card - MasterCard,MasterCard,The Florida Mall,Orlando,Florida,US,Jamie,Diaz,Male,69.0,1955-10-26,0.0,921.0,8.0,1.0,2021-02-07,4.0,257.05,Thursday,November,2024,2024Q4,0,526.65,13
8235,108235,Body Care and Hygiene,Hand Sanitizer,2,11.62,305,2025-01-24,BNPL (Buy Now, Pay Later),Aventura Mall,Miami,Florida,US,Dwayne,Walker,Other,65.0,1960-02-04,0.0,321.0,10.0,1.0,2021-04-18,31.0,361.76,Friday,January,2025,2025Q1,0,431.65,10
8236,108236,Skin Care,Face Wash,2,90.36,829,2023-06-28,PayPal,,Cherry Creek Shopping Center,Denver,Colorado,US,Danielle,Ayala,Female,67.0,1957-05-13,1.0,428.0,9.0,1.0,2020-03-28,35.0,304.53,Wednesday,June,2023,2023Q2,0,370.49,10
8237,108237,Skin Care,Moisturizer,2,81.02,860,2024-08-27,Apple Pay,,Westfield San Francisco Centre,San Francisco,California,US,Lisa,Ali,Other,31.0,1993-05-19,0.0,664.0,7.0,0.0,2020-08-09,20.0,466.86,Tuesday,August,2024,2024Q3,0,359.47,10
8238,108238,Skin Care,Face Wash,3,11.15,314,2024-02-09,Credit Card - MasterCard,MasterCard,Aventura Mall,Miami,Florida,US,Scott,Thomas,Female,66.0,1958-06-14,0.0,1244.0,10.0,1.0,2022-10-11,9.0,343.29,Friday,February,2024,2024Q1,0,323.06,12
8239,108239,Body Care and Hygiene,Deodorant,1,15.57,899,2024-01-04,BNPL (Buy Now, Pay Later),The Florida Mall,Orlando,Florida,US,Darren,Chavez,Other,62.0,1962-06-14,1.0,811.0,4.0,0.0,2022-08-10,32.0,276.42,Thursday,January,2024,2024Q1,0,321.01,8
8240,108240,Body Care and Hygiene,Hand Sanitizer,3,13.28,217,2022-08-10,BNPL (Buy Now, Pay Later),Bloor-Yorkville,Toronto,Ontario,Canada,Scott,Donovan,Other,64.0,1960-03-28,1.0,382.0,1.0,0.0,2020-05-19,20.0,328.42,Wednesday,August,2022,2022Q3,0,769.75,21
8241,108241,Body Care and Hygiene,Body Lotion,1,5.62,835,2022-04-17,PayPal,,Cherry Creek Shopping Center,Denver,Colorado,US,Natalie,Evans,Other,67.0,1957-09-07,1.0,1628.0,8.0,0.0,2023-02-22,3.0,105.31,Sunday,April,2022,2022Q2,1,425.3,13
8242,108242,Hair Care,Hair Oil,2,30.03,950,2023-01-07,Credit Card - Visa,Visa,Palisades Center,West Nyack,New York,US,Thomas,Paul,Male,41.0,1983-11-06,0.0,149.0,7.0,1.0,2021-12-18,40.0,21.6,Saturday,January,2023,2023Q1,1,538.63,16
8243,108243,Skin Care,Face Wash,1,23.62,809,2021-09-06,Debit Card - MasterCard,MasterCard,Stanford Shopping Center,Palo Alto,California,US,Shane,Thomas,Female,25.0,1999-12-27,0.0,49.0,3.0,0.0,2022-12-31,38.0,345.78,Monday,September,2021,2021Q3,0,463.88,13
8244,108244,Hair Care,Hair Oil,3,47.12,159,2024-04-04,BNPL (Buy Now, Pay Later),The Mall in Columbia,Columbia,Maryland,US,Shaun,Quinn,Female,33.0,1991-09-01,1.0,1366.0,4.0,1.0,2022-12-24,44.0,485.87,Thursday,April,2024,2024Q2,0,195.12,7
8245,108245,Hair Care,Hair Oil,4,25.33,585,2023-10-30,Cash,,Town Center at Boca Raton,Boca Raton,Florida,US,Suzanne,Zamora,Male,24.0,2000-12-11,1.0,796.0,1.0,0.0,2024-06-07,41.0,157.39,Monday,October,2023,2023Q4,0,335.51,10
8246,108246,Skin Care,Lip Balm,2,74.22,177,2020-12-04,Cash,,Metrocentre,Gateshead,Tyne and Wear,UK,Danielle,Harrington,Other,57.0,1967-02-27,1.0,1067.0,3.0,0.0,2022-01-08,23.0,41.2,Friday,December,2020,2020Q4,0,395.06,13
8247,108247,Oral Care,Mouthwash,2,5.5,159,2025-01-27,Cash,,Westfield Annapolis,Annapolis,Maryland,US,Shaun,Quinn,Female,33.0,1991-09-01,1.0,1366.0,4.0,1.0,2022-12-24,44.0,485.87,Monday,January,2025,2025Q1,0,195.12,7
8248,108248,Skin Care,Sunscreen,4,39.61,287,2025-01-29,Debit Card - Visa,Visa,Meadowhall,Sheffield,South Yorkshire,UK,Robert,Arnold,Other,36.0,1988-10-11,0.0,1023.0,1.0,0.0,2020-04-07,49.0,169.41,Wednesday,January,2025,2025Q1,0,558.4,11
8249,108249,Oral Care,Toothpaste,1,6.28,32,2022-10-15,Credit Card - MasterCard,MasterCard,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Mary,Drake,Male,52.0,1973-01-10,1.0,461.0,1.0,0.0,2023-12-31,29.0,76.23,Saturday,October,2022,2022Q4,1,284.73,11
8250,108250,Body Care and Hygiene,Body Lotion,3,16.37,239,2024-04-12,Debit Card - Visa,Visa,Bullring & Grand Central,Birmingham,West Midlands,UK,Joshua,Taylor,Male,29.0,1996-02-11,1.0,688.0,5.0,0.0,2021-07-19,49.0,407.01,Friday,April,2024,2024Q2,0,302.86,11
8251,108251,Body Care and Hygiene,Body Lotion,4,21.54,483,2020-01-29,Debit Card - MasterCard,MasterCard,Park Meadows,Lone Tree,Colorado,US,Robert,King,Other,41.0,1983-07-23,1.0,1531.0,5.0,1.0,2021-06-23,49.0,491.4,Wednesday,January,2020,2020Q1,0,140.93,7
8252,108252,Hair Care,Shampoo,3,19.56,44,2023-08-09,BNPL (Buy Now, Pay Later),Westfield San Francisco Centre,San Francisco,California,US,Michelle,Ruiz,Male,40.0,1984-03-10,1.0,503.0,5.0,1.0,2021-01-22,6.0,402.05,Wednesday,August,2023,2023Q3,0,513.15,19
8253,108253,Skin Care,Lip Balm,2,32.58,460,2021-11-21,Credit Card - AMEX,AMEX,The Shops at La Cantera,San Antonio,Texas,US,Jesse,Hernandez,Other,40.0,1984-10-28,1.0,1754.0,2.0,0.0,2022-07-30,10.0,12.36,Sunday,November,2021,2021Q4,1,339.74,11
8254,108254,Skin Care,Lip Balm,3,87.31,529,2024-11-28,BNPL (Buy Now, Pay Later),The Trafford Centre,Manchester,Greater Manchester,UK,Jennifer,Barnett,Female,58.0,1966-05-26,1.0,615.0,3.0,1.0,2020-02-10,42.0,231.73,Thursday,November,2024,2024Q4,0,397.33,13
8255,108255,Oral Care,Mouthwash,3,17.83,176,2023-10-23,Google Pay,,Palisades Center,West Nyack,New York,US,Tiffany,Garcia,Male,53.0,1971-10-11,1.0,972.0,4.0,0.0,2020-11-09,26.0,397.82,Monday,October,2023,2023Q4,0,282.89,11
8256,108256,Body Care and Hygiene,Hand Sanitizer,1,22.66,628,2023-08-27,Credit Card - AMEX,AMEX,Brookfield Place,New York,New York,US,John,Beard,Other,67.0,1957-05-30,1.0,113.0,1.0,1.0,2023-03-16,46.0,262.91,Sunday,August,2023,2023Q3,1,264.76,10
8257,108257,Oral Care,Mouthwash,2,5.42,114,2024-05-23,BNPL (Buy Now, Pay Later),Scottsdale Fashion Square,Scottsdale,Arizona,US,Jessica,Allison,Other,50.0,1974-10-30,1.0,794.0,10.0,0.0,2021-02-22,43.0,442.33,Thursday,May,2024,2024Q2,0,296.21,14
8258,108258,Body Care and Hygiene,Hand Sanitizer,4,7.66,415,2020-08-25,Google Pay,,Bellevue Square,Bellevue,Washington,US,David,Vaughan,Female,37.0,1987-05-18,0.0,868.0,8.0,0.0,2021-06-30,48.0,499.91,Tuesday,August,2020,2020Q3,0,278.84000000000003,8
8259,108259,Skin Care,Lip Balm,2,75.68,964,2023-06-04,Credit Card - MasterCard,MasterCard,West Edmonton Mall,Edmonton,Alberta,Canada,Justin,Carrillo,Female,30.0,1994-02-26,1.0,241.0,5.0,1.0,2021-09-26,28.0,44.31,Sunday,June,2023,2023Q2,1,297.23,11
8260,108260,Body Care and Hygiene,Body Lotion,1,4.54,72,2022-11-21,Debit Card - Visa,Visa,The Summit,Birmingham,Alabama,US,David,Lewis,Other,55.0,1969-07-01,1.0,73.0,8.0,1.0,2024-12-14,43.0,97.51,Monday,November,2022,2022Q4,0,361.9,12
8261,108261,Hair Care,Conditioner,4,30.3,858,2021-05-10,Credit Card - MasterCard,MasterCard,The Domain,Austin,Texas,US,Diana,Mclaughlin,Female,37.0,1987-11-15,0.0,169.0,4.0,0.0,2022-12-05,25.0,181.81,Monday,May,2021,2021Q2,0,481.08,16
8262,108262,Oral Care,Mouthwash,1,6.39,735,2020-07-16,Debit Card - MasterCard,MasterCard,The Domain,Austin,Texas,US,Joshua,Johnson,Other,53.0,1971-05-20,0.0,1.0,1.0,1.0,2021-08-23,16.0,14.27,Thursday,July,2020,2020Q3,0,249.07,8
8263,108263,Hair Care,Conditioner,2,21.2,859,2022-08-17,Credit Card - Visa,Visa,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Johnny,Garrett,Female,53.0,1971-12-11,0.0,1408.0,2.0,0.0,2020-01-11,42.0,265.37,Wednesday,August,2022,2022Q3,0,468.55,12
8264,108264,Oral Care,Mouthwash,1,12.62,736,2020-08-28,Cash,,Stonebriar Centre,Frisco,Texas,US,Kyle,Wheeler,Other,50.0,1974-03-14,0.0,921.0,3.0,0.0,2020-01-21,33.0,140.03,Friday,August,2020,2020Q3,0,413.40999999999997,15
8265,108265,Hair Care,Hair Oil,3,32.87,828,2023-10-17,Credit Card - AMEX,AMEX,Easton Town Center,Columbus,Ohio,US,Dustin,George,Female,39.0,1985-04-05,0.0,1676.0,4.0,0.0,2023-04-11,3.0,215.49,Tuesday,October,2023,2023Q4,0,107.11,6
8266,108266,Hair Care,Hair Oil,4,40.93,868,2024-06-15,Debit Card - MasterCard,MasterCard,King of Prussia Mall,Philadelphia,Pennsylvania,US,William,Leach,Male,40.0,1984-08-29,1.0,1183.0,3.0,1.0,2020-06-19,46.0,256.48,Saturday,June,2024,2024Q2,1,424.35,12
8267,108267,Hair Care,Conditioner,3,38.9,779,2020-04-18,Credit Card - Visa,Visa,Westfield San Francisco Centre,San Francisco,California,US,William,Bird,Male,48.0,1977-01-18,1.0,641.0,5.0,0.0,2021-07-17,38.0,340.67,Saturday,April,2020,2020Q2,1,487.64000000000004,16
8268,108268,Hair Care,Shampoo,3,28.6,444,2024-08-17,PayPal,,South Coast Plaza,Costa Mesa,California,US,Steven,Graham,Male,28.0,1996-08-10,0.0,426.0,5.0,1.0,2021-04-23,25.0,398.06,Saturday,August,2024,2024Q3,1,392.25,14
8269,108269,Hair Care,Conditioner,2,23.27,274,2021-03-28,Cash,,Dolphin Mall,Miami,Florida,US,Joshua,Olsen,Female,66.0,1958-09-02,1.0,708.0,6.0,0.0,2022-09-06,7.0,384.04,Sunday,March,2021,2021Q1,1,317.46,12
8270,108270,Oral Care,Toothpaste,4,9.49,30,2021-08-30,Debit Card - MasterCard,MasterCard,Westfield London,London,England,UK,Alan,Bowen,Female,57.0,1967-09-30,0.0,193.0,2.0,0.0,2023-11-12,42.0,462.93,Monday,August,2021,2021Q3,0,190.48000000000002,5
8271,108271,Hair Care,Conditioner,1,12.75,63,2021-01-26,Apple Pay,,The Florida Mall,Orlando,Florida,US,Dustin,Turner,Other,44.0,1980-07-14,0.0,506.0,5.0,0.0,2024-04-07,15.0,452.03,Tuesday,January,2021,2021Q1,0,482.03999999999996,12
8272,108272,Oral Care,Mouthwash,2,10.15,414,2022-08-11,BNPL (Buy Now, Pay Later),Cherry Creek Shopping Center,Denver,Colorado,US,Erik,Pierce,Male,53.0,1971-05-14,0.0,30.0,6.0,1.0,2024-08-18,20.0,100.75,Thursday,August,2022,2022Q3,0,500.24,15
8273,108273,Skin Care,Face Wash,3,37.9,353,2023-07-10,Cash,,Westfield Annapolis,Annapolis,Maryland,US,Scott,Chang,Female,34.0,1990-10-25,1.0,813.0,8.0,0.0,2022-06-20,27.0,148.66,Monday,July,2023,2023Q3,0,458.74,13
8274,108274,Body Care and Hygiene,Deodorant,1,3.95,683,2021-10-24,Credit Card - MasterCard,MasterCard,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Matthew,Stanley,Male,44.0,1980-04-15,0.0,634.0,7.0,1.0,2024-03-05,3.0,307.86,Sunday,October,2021,2021Q4,1,447.34000000000003,14
8275,108275,Skin Care,Lip Balm,1,66.75,989,2021-08-29,Apple Pay,,South Coast Plaza,Costa Mesa,California,US,Amanda,Maldonado,Other,67.0,1957-07-15,0.0,98.0,6.0,1.0,2020-12-08,28.0,228.44,Sunday,August,2021,2021Q3,1,310.05,10
8276,108276,Skin Care,Moisturizer,4,62.07,412,2024-01-03,Debit Card - Visa,Visa,Tysons Corner Center,McLean,Virginia,US,Curtis,Salazar,Other,53.0,1972-02-01,0.0,489.0,6.0,1.0,2023-02-11,21.0,15.36,Wednesday,January,2024,2024Q1,0,528.64,14
